company_permalink,funding_round_permalink,funding_round_type,funding_round_code,funded_at,raised_amount_usd
/ORGANIZATION/ANTISPAMEUROPE,/funding-round/93e638044f7d3918f5a2054faa21b0db,seed,,01/01/2007,
/organization/antispameurope,/funding-round/aeab8463873b618730e6f075d75f9b44,venture,,01/04/2008,
/ORGANIZATION/ANTISPAMEUROPE,/funding-round/f471c0330fec3600dc5677fd2db9684f,venture,,01/06/2010,
/organization/antix,/funding-round/80ab9f977d7e007e2427ec4b6531bb37,seed,,21/07/2015,1869081
/ORGANIZATION/ANTIX-LABS,/funding-round/00505abfa1a9f86406bb359a91dad0cc,venture,,19/05/2009,3000000
/organization/antlos,/funding-round/5371c38862bd0d417144a1160abae891,seed,,23/12/2014,219741
/ORGANIZATION/ANTLOS,/funding-round/d45695c17465b81d9fdb177f6e49a84b,seed,,25/06/2015,559561
/organization/antos,/funding-round/b4404eb2f0969c5ffaa83fa8510690c0,seed,,22/09/2015,560079
/ORGANIZATION/ANTRAD-MEDICAL,/funding-round/97d8163860d05e09275afc1710117100,undisclosed,,13/08/2015,2326205
/organization/antrad-medical,/funding-round/ac69afa19a288fb9cf7b2821cfd2c85d,venture,,30/08/2011,1136175
/ORGANIZATION/ANTRIA,/funding-round/57dd9920ef67ed8dd3e7d3429f8cca15,venture,,29/01/2013,1440000
/organization/antriabio,/funding-round/1d8d3363720f1801e5739fd633de1c2b,venture,,16/04/2015,2000000
/ORGANIZATION/ANTRIABIO,/funding-round/316df1b78a71ff7e1bcd93c5e46e49ac,debt_financing,,14/01/2013,825000
/organization/antriabio,/funding-round/3a49d8fa0a0b20170c70e8f6426ab6b0,venture,,14/04/2014,7296453
/ORGANIZATION/ANTRIABIO,/funding-round/6d0e452be37e3ea576f102b4a86719a8,debt_financing,,14/01/2014,1420000
/organization/antriabio,/funding-round/98ca9fb18b8eba7de3b44995c5a2a88a,debt_financing,,16/08/2012,1825000
/ORGANIZATION/ANTRIABIO,/funding-round/eaeb9837285e857a9b1c5f715b522b29,venture,,09/01/2015,7000000
/organization/ants-software,/funding-round/3fbbbd0de418a64ea7feb8bd4437d8d4,venture,A,15/01/2010,20214719
/ORGANIZATION/ANTS-SOFTWARE,/funding-round/76e6ef1890aa529976629dd74d22239b,secondary_market,,18/05/2010,3343789
/organization/ants-software,/funding-round/8d95dbaff58b113076d831f3f5f6a408,debt_financing,,13/10/2011,748000
/ORGANIZATION/ANTS-SOFTWARE,/funding-round/e3c998dde457d2a8792565b2dbcb54db,secondary_market,,28/07/2010,4000000
/organization/antsquare,/funding-round/3888cd6aa7825cd038a03f773f3c2b83,seed,,27/05/2015,1000000
/ORGANIZATION/ANTTENNA,/funding-round/0c1615b006f9ab8dfed5cc278d3d122d,debt_financing,,22/07/2014,75000
/organization/anttenna,/funding-round/1db3a6bee75b864b06dd4c947fc3ca54,seed,,01/01/2010,
/ORGANIZATION/ANTTENNA,/funding-round/a4ea72a62ff3fd12c5c1e942582519b4,seed,,28/02/2012,425000
/organization/anttenna,/funding-round/e62f660a0cfc9ca8062317a688596e15,debt_financing,,17/06/2011,300000
/ORGANIZATION/ANTTENNA,/funding-round/ffe334804e97ffbe08ea522efca75266,debt_financing,,29/03/2013,25000
/organization/antuit,/funding-round/5abb4d1afe518ab7ff453d362f647580,seed,,13/08/2013,3990440
/ORGANIZATION/ANTUIT,/funding-round/853d9a53e98f00921fd0f57538994f62,venture,A,22/01/2015,56000000
/organization/anturis,/funding-round/c741c1ea2392ef00818356ac1ad3d77d,venture,A,09/12/2013,2000000
/ORGANIZATION/ANTUTU,/funding-round/8353787656974c2720a862d746fa01c7,venture,A,01/08/2013,
/organization/antvoice,/funding-round/7fbe4e4ece061b5f96e48ed6dc87309c,venture,,20/06/2011,1067625
/ORGANIZATION/ANTWISH-INC,/funding-round/0d2b0bb5495159e6fc8bb9320865520a,convertible_note,,02/08/2014,100000
/organization/antwish-inc,/funding-round/d368d59b83b5fc287da3488698d91251,grant,,03/03/2013,1099137
/ORGANIZATION/ANULEX,/funding-round/859e438ba7d197099cbe85dff2f617de,venture,D,26/05/2009,10200000
/organization/anulex,/funding-round/a79bafdfeae931703913b7f4cab11675,venture,E,07/06/2010,18300000
/ORGANIZATION/ANULEX,/funding-round/cedd5c246bd4a6bca4cb03216a8ca808,debt_financing,,17/03/2010,3780000
/organization/anulex,/funding-round/f0c2e944762dfc775f6f6493d2804de7,venture,C,25/07/2006,20000000
/ORGANIZATION/ANUNTA-TECHNOLOGY-MANAGEMENT-SERVICES,/funding-round/f0573711ab978c255c4aca4fb6997283,venture,A,14/02/2013,3000000
/organization/anuway-corporation,/funding-round/56bcf4103c9406cde60204b29cda213a,equity_crowdfunding,,05/04/2014,
/ORGANIZATION/ANVATO,/funding-round/78a592c40ec3afe79fc0000cfb81559d,venture,A,08/12/2008,2000000
/organization/anvato,/funding-round/fc120b72644b67f9a9f327841d3a7fcd,seed,,29/07/2008,550000
/ORGANIZATION/ANVIL-INFORMATICS-INC,/funding-round/2f3c51428fd6c49315d552422fed9fb2,venture,A,10/01/2001,
/organization/anvil-semiconductors,/funding-round/104bd518d25748e04366f7c7c2cd30c1,undisclosed,,09/07/2011,239173
/ORGANIZATION/ANVIL-SEMICONDUCTORS,/funding-round/6d86b1ad9c6e8986aedfb72f9d27d9ce,angel,,23/10/2013,1617512
/organization/anxa,/funding-round/cbbbaf88e3f7b59e46a64e206fa5f90a,seed,,01/07/2002,495650
/ORGANIZATION/ANY-DO,/funding-round/52b924fc8d8468a486945440d6d30002,venture,,15/04/2014,
/organization/any-do,/funding-round/63ce8bd3d3b46e2783e77a9b122493e1,seed,,13/05/2013,3500000
/ORGANIZATION/ANY-DO,/funding-round/98b6a090099e11c119afe1574f730cfe,angel,,10/11/2011,1000000
/organization/any-times,/funding-round/10b85be150cad038d9a800426d4cd597,venture,B,15/05/2015,1928205
/ORGANIZATION/ANY-TIMES,/funding-round/62f264dd6063c97abd1a96ed8742afd9,venture,,25/06/2014,500000
/organization/anyadir-education,/funding-round/7a9f8748beec4b476f76e641c74d64e4,seed,,29/07/2013,
/ORGANIZATION/ANYANG-PHOENIX-PHOTOVOLTAIC-TECHNOLOGY,/funding-round/d2cb413a98c776fe8ad76fd8b843327c,venture,,01/06/2011,
/organization/anybodyoutthere,/funding-round/340a7a2ff966308babb96c2661eccded,angel,,01/02/2009,250000
/ORGANIZATION/ANYBODYOUTTHERE,/funding-round/611c7b535fec0e5913c1bf80a503766f,angel,,01/02/2010,250000
/organization/anybots,/funding-round/226762a1c1cf666a9c530716a3fcbb58,seed,,01/07/2013,
/ORGANIZATION/ANYCLIP,/funding-round/b8efcb1ec02f5f851bac84b57dbac265,venture,,14/07/2015,21000000
/organization/anycloud,/funding-round/24d33d6f9028fd05f28125f08ab4c06f,seed,,01/07/2011,50000
/ORGANIZATION/ANYCLOUD,/funding-round/2a39a5988984bd505a7b3b00e366d760,seed,,06/03/2015,50000
/organization/anycloud,/funding-round/c1704721ad67cbbe84e5b365226a7b96,seed,,01/03/2012,75000
/ORGANIZATION/ANYCOIN-DIRECT,/funding-round/5e71424010401249e1e1f4b81c0eb191,venture,,22/01/2015,579233
/organization/anycolor-corp-,/funding-round/adc1a2759a1805f440ff01ce72d2ee2b,angel,,29/12/2014,
/ORGANIZATION/ANYDOOR,/funding-round/017781f92a307a8fb82135b59a7aa6a3,angel,,12/12/2011,400000
/organization/anydoor,/funding-round/8c451a76d1c0f98ebff60fff34558782,seed,,30/03/2010,80000
/ORGANIZATION/ANYDOOR,/funding-round/fafadc8bb53d7f7e0cbb4f558fd2619d,seed,,01/10/2013,600000
/organization/anyfi-networks,/funding-round/3e2b131a5d5a741a597a9b0d1cd27ab8,seed,,12/09/2012,1540733
/ORGANIZATION/ANYFI-NETWORKS,/funding-round/cb963512f6d519b3d584c1fecd155032,seed,,12/09/2012,1500000
/organization/anygma,/funding-round/a384002dc8e90b85bf301631240f951f,seed,,18/12/2007,2306560
/ORGANIZATION/ANYLEAF,/funding-round/0eeb08170da0148ca7bb586076e22a80,seed,,01/08/2010,
/organization/anyline,/funding-round/b6e4b7a349f9daa27d353771ae4f8f95,seed,,11/12/2014,500000
/ORGANIZATION/ANYMEETING,/funding-round/0177735afb0b00ca6f7f8ff3e82ba9c0,seed,,13/08/2012,
/organization/anymeeting,/funding-round/ec1d00002315c6f08aaee31727e68e25,angel,,15/12/2013,2600000
/ORGANIZATION/ANYONE-HOME,/funding-round/4ae77477a8351d2bf66cdfc2744e6d8e,venture,A,29/08/2014,
/organization/anyonegame,/funding-round/616b047e6b345723a816cfe85cb56d9f,venture,,25/04/2013,1000000
/ORGANIZATION/ANYPERK,/funding-round/2d2d4bc079b3a45a8baba7593684b47b,seed,,23/06/2014,3000000
/organization/anyperk,/funding-round/3604d1d155011fcd53223e0a61088e8a,venture,A,03/02/2015,8500000
/ORGANIZATION/ANYPERK,/funding-round/3ae9f51f1a70a2675e8b7ca4e45c04ad,undisclosed,,11/03/2013,1400000
/organization/anyperk,/funding-round/5aa56a001978c083271351d51cfc2d5a,seed,,01/05/2012,1450000
/ORGANIZATION/ANYPRESENCE,/funding-round/601e3caa954a62c594a6238b2d5ccfae,venture,A,08/08/2012,5500000
/organization/anypresence,/funding-round/bdb7075c89c244e9da6ebc2e5af2b93c,seed,,01/07/2011,2000000
/ORGANIZATION/ANYPRESENCE,/funding-round/f2f8a087bb24cee0dab3f06f22c2bc3d,venture,B,30/09/2014,6000000
/organization/anyroad,/funding-round/f833ca44fc71c0e04e8d4d25e85b3a3a,seed,,01/01/2014,
/ORGANIZATION/ANYSOURCE-MEDIA,/funding-round/ebd387b025f4e7a01beb9ed075d0fb07,venture,A,16/03/2009,3200000
/organization/anystream,/funding-round/184a3a229d671aa5af15df33645f781a,venture,C,03/01/2003,11000000
/ORGANIZATION/ANYSTREAM,/funding-round/336001d1891f50d438f50c5bc83f8fce,venture,,12/04/2005,8000000
/organization/anystream,/funding-round/d097dd3145168f6e66ff0fba6f273d2c,venture,C,07/02/2007,7000000
/ORGANIZATION/ANYSTREAM,/funding-round/fbe7b312849e4ece1ea26f3ba901381d,venture,,01/01/2000,44000000
/organization/anytime-dd,/funding-round/48e9b774173bfe923e8820f981941f34,equity_crowdfunding,,14/09/2012,
/ORGANIZATION/ANYTIME-FITNESS,/funding-round/342a98ab595832c6e5b8a15dcd68ecdc,undisclosed,,05/11/2009,
/organization/anytime-fitness,/funding-round/74f193dc2be68aa3735119a3f98fb99e,undisclosed,,03/03/2014,
/ORGANIZATION/ANYVITE,/funding-round/ef5eac0caef42cb6e61169c23c19d4ba,seed,,01/06/2008,
/organization/anyware-group,/funding-round/1186d98db706894132ee9be06264cc6a,venture,B,24/10/2005,3700000
/ORGANIZATION/ANYWAYANYDAY,/funding-round/47f9f7000d416232822e7b9043f7f710,venture,,26/07/2010,10000000
/organization/anywhere-fm,/funding-round/e46fc347a302c031b4dc4d54139893c9,seed,,01/06/2007,15000
/ORGANIZATION/ANYWHERE-TO-GO,/funding-round/7089a5711bbb1f60df4ac0e7630e4784,venture,A,24/11/2015,2000000
/organization/anywhere-to-go,/funding-round/eed1169912ee57422db15e1cf8856548,seed,,14/08/2014,
/ORGANIZATION/ANYWHEREYOUGO-COM,/funding-round/dae1c26912be47ce2bb8c0cf28d19a6a,venture,,14/06/2000,
/organization/anzhi-com,/funding-round/531f88e5ea44bd924d2eea1e10d2f795,venture,,01/07/2011,10000000
/ORGANIZATION/ANZODE,/funding-round/6819cd56859a1833ddabb31e34b2ad1d,debt_financing,,26/07/2013,500000
/organization/anzu,/funding-round/97c486f022a922aea37f58e5f69d68df,venture,,04/03/2014,1741241
/ORGANIZATION/AO1-SOLUTIONS-INC,/funding-round/64f4a455677182a36593b0b60da719c3,angel,,23/05/2012,380000
/organization/aobi-island,/funding-round/12de9f33d38caed081b089b5faf5bc7b,angel,,01/12/2009,4392386
/ORGANIZATION/AOI-CO,/funding-round/b4d34845f6a35e5bef1d13781986cfcd,seed,,04/08/2014,1200000
/organization/aoi-medical,/funding-round/68f0b8f76c107e3142c1d3e88481f9a8,venture,,05/01/2012,1123000
/ORGANIZATION/AOI-MEDICAL,/funding-round/9eccebe8212cfebc729149ea929b00ec,debt_financing,,14/04/2011,2918700
/organization/aol,/funding-round/c4f0252703b1a519c209c0cd14a0474a,post_ipo_equity,,01/12/2005,1000000000
/ORGANIZATION/AOLIDAY,/funding-round/50445226993eeb755e38a106d0cbbf65,seed,,19/01/2015,1500000
/organization/aomi,/funding-round/ddf503a408ed1025d1b1b6cffaed0956,venture,,18/03/2014,7576257
/ORGANIZATION/AOPTIX-TECHNOLOGIES,/funding-round/6cd660a53e96145caedd71ad448fbbcd,venture,F,19/05/2015,19977849
/organization/aoptix-technologies,/funding-round/85d2d6dcd9aeacd38159c1b5e0a01b58,venture,D,20/03/2009,12900000
/ORGANIZATION/AOPTIX-TECHNOLOGIES,/funding-round/932f5265b766c87111d7967788e6c3ec,venture,C,30/05/2007,15000000
/organization/aoptix-technologies,/funding-round/bb273b428b89b4c5e236d50701372c39,venture,E,23/08/2012,42000000
/ORGANIZATION/AORATO,/funding-round/34ced6109e414e566611121e38cd9634,venture,B,21/01/2014,10000000
/organization/aorato,/funding-round/b6dca3d52350386378c4982fffdc25a5,venture,A,01/01/2013,1000000
/ORGANIZATION/AORTICA-CORPORATION,/funding-round/435eeb440f2ea14b92ad455e2fe70c46,venture,A,19/11/2014,7000000
/organization/aortx,/funding-round/265aa140118860f17acc98e046a77637,venture,,12/12/2006,5800000
/ORGANIZATION/AOT,/funding-round/d45e6d0dd8a33b4f02e6f0c684857236,venture,A,19/03/2015,1000000
/organization/aot,/funding-round/fb9cdbb4dbf4e94715beb24a8508a137,seed,,01/01/2013,1000000
/ORGANIZATION/AOT-BEDDING-SUPER-HOLDINGS,/funding-round/00fbc0adc5c4dbf23204503ced136b0f,undisclosed,,06/08/2012,
/organization/aoterra,/funding-round/205263e2678d6b94610caf109b2cbbe2,seed,,01/05/2013,1313680
/ORGANIZATION/AOTERRA,/funding-round/c57382f77ca4d9269a99481c18ca82a3,product_crowdfunding,,01/01/2015,1030896
/organization/aoterra,/funding-round/f433b67095f0de81555758fd1c0c5ae1,seed,,01/01/2015,4002304
/ORGANIZATION/AOTMP,/funding-round/e58ecf9bf59d2f13ebddb9b1a03e858c,venture,,05/04/2010,239981
/organization/aoxing-pharmaceutical,/funding-round/a450743a4ecd899a068879d19162fc31,venture,,09/02/2010,5000000
/ORGANIZATION/AP-ENGINES,/funding-round/900068aa2d02e5287eb8480207b31567,venture,B,04/06/2001,30000000
/organization/apacewave,/funding-round/95157d96f43217859638eb9ba19a455d,venture,,30/06/2010,7800000
/ORGANIZATION/APACEWAVE,/funding-round/c13dba5b7eada73ce7fce87759f866cd,venture,A,20/02/2006,12100000
/organization/apache-design-solutions,/funding-round/d130993d304b707c714cfd6d922120f8,venture,,01/03/2004,
/ORGANIZATION/APACHETA-CORPORATION,/funding-round/15478188ea833677de76804558c9860c,venture,B,25/04/2007,2600000
/organization/apaja,/funding-round/9b52202d08cbc6d44bfb4984ecb7eaa5,venture,A,01/11/2007,2524025
/ORGANIZATION/APAKAU,/funding-round/07a80307e2d79a4cd0aa2650da68c5b4,seed,,01/01/2013,
/organization/apalya,/funding-round/21e89efcaeab1bb1f61323686af357bf,venture,B,12/01/2011,7500000
/ORGANIZATION/APALYA,/funding-round/6c533e58da5ab5a86fd90e5eb9716a00,venture,A,01/10/2009,3000000
/organization/apalya,/funding-round/fc622ba39384746a32c974c1c5891438,venture,C,01/12/2012,8000000
/ORGANIZATION/APAMA-MEDICAL,/funding-round/d719dd90ef1be412e7d40a6c5b880968,venture,B,13/01/2015,17500000
/organization/apama-medical,/funding-round/de70b8edf63d321318e862826d0d3846,venture,A,16/09/2013,3200000
/ORGANIZATION/APAMA-MEDICAL,/funding-round/f08b367b4883eaa68c8a7c624dca46e8,seed,,11/01/2010,1100000
/organization/apangea-learning,/funding-round/896b4af605862f73279349e61eb215aa,private_equity,,22/06/2011,4499250
/ORGANIZATION/APANI-NETWORKS,/funding-round/761574bfa4534a7e0a08f62f8f6dae3f,venture,,19/03/2009,35000000
/organization/aparc-systems,/funding-round/c88e2a092ee7a6c7f7a5eeffd1877db0,private_equity,,14/03/2013,
/ORGANIZATION/APARTAMA,/funding-round/6989c1de529d2026fd29dbf6c5e82ebc,venture,A,01/10/2012,1000000
/organization/apartment-adda,/funding-round/263f6c5fa52d9f2156e5d16e6492844c,angel,,14/11/2013,
/ORGANIZATION/APARTMENTLIST,/funding-round/6892fef4b49531dca28d8de244155029,venture,A,20/11/2013,23000000
/organization/apartmentlist,/funding-round/e1790bfd9f2653b18cfa736422c87897,venture,A,08/01/2015,8000000
/ORGANIZATION/APARTMENTLIST,/funding-round/e6578f40b2f0d47c3aded78ceab8e880,secondary_market,,05/02/2014,6000000
/organization/apartmentlist,/funding-round/ed883be4572f42004ed677259bf95acc,seed,,01/10/2009,
/ORGANIZATION/APARTMENTLIST,/funding-round/ef222b9e5501ca49aba09a4e164a37af,seed,,01/12/2010,
/organization/apartum,/funding-round/28dd237c29fdb4b1dff530a368e79bc2,seed,,01/04/2013,70000
/ORGANIZATION/APAX-GROUP,/funding-round/40d0c6106d939bcc3e8ee91cc8379dfe,seed,,01/11/2012,600000
/organization/apax-solutions,/funding-round/d2b1faec216cf934f923dfaf07ae49c8,seed,,01/03/2012,170000
/ORGANIZATION/APCERA,/funding-round/8d70386bb7074bced00077608a3f74d9,seed,,08/05/2012,2200000
/organization/apcera,/funding-round/d17dcc3c51f1fb6e55c1302087b3f52d,venture,A,08/07/2013,5000000
/ORGANIZATION/APCERA,/funding-round/e517484fd5ddc44b1e6121b9b94a9a3a,venture,,23/09/2014,
/organization/ape-software,/funding-round/74b6c658f22fd295a64b43a82f1cb783,venture,,13/07/2009,3800000
/ORGANIZATION/APE-SYSTEMS,/funding-round/314ffaece2beb3816e84400c33af541c,seed,,01/09/2013,20000
/organization/apellis-pharmaceuticals,/funding-round/07dcd9772c8f685c43221298529654b0,venture,,27/08/2014,17842487
/ORGANIZATION/APELLIS-PHARMACEUTICALS,/funding-round/39abe9a1e94d1948be0b7b689426c0dc,venture,,20/06/2011,2967500
/organization/apellis-pharmaceuticals,/funding-round/3ed23ba4d41bb3eb9ff50829bc1662d8,venture,,21/05/2010,1700000
/ORGANIZATION/APELLIS-PHARMACEUTICALS,/funding-round/b5ca362aeff24661677c31d79db6cc31,venture,C,02/12/2014,33000000
/organization/apenimed,/funding-round/b9b0502990268207fca9aaf862f27da8,venture,,16/07/2010,2163000
/ORGANIZATION/APENIMED,/funding-round/f60a33618e1c8a6b4ed0841461bc50c6,debt_financing,,14/09/2011,1690000
/organization/apeptico-forschung-und-entwicklung,/funding-round/094f82969d8c3512c98fdaa4d01c3b7d,venture,A,05/08/2010,3950000
/ORGANIZATION/APERA,/funding-round/f3d8f060d8c28edbcd9e29f88ecf9125,venture,A,21/09/2015,
/organization/apera-bags,/funding-round/50839cb5f6329c2ef4462a2ca71f50c8,equity_crowdfunding,,18/06/2014,
/ORGANIZATION/APERFECTSHIRT-COM,/funding-round/cb373d67c530bfd2febdef9d2c77b092,seed,,01/11/2012,100000
/organization/aperia-technologies,/funding-round/20302d14d6e47a001a07dcd7450b3ac0,debt_financing,,23/04/2012,700000
/ORGANIZATION/APERIA-TECHNOLOGIES,/funding-round/5674659d2e8a6738b100fb50f3e0e436,venture,,03/07/2014,6500000
/organization/aperia-technologies,/funding-round/5774b6917f4c890b624112a96683b4d9,debt_financing,,03/08/2015,1594942
/ORGANIZATION/APERIA-TECHNOLOGIES,/funding-round/bc9159ea8ced7bd772fab12f4e7abda9,venture,,26/07/2011,700000
/organization/aperia-technologies,/funding-round/db9faa1569ce61688840c97e6cc2f39a,private_equity,,11/01/2013,5701363
/ORGANIZATION/APERIO-TECHNOLOGIES,/funding-round/03ccfcbf4809565a0ab69967d3d623a5,venture,C,13/03/2008,20000000
/organization/aperio-technologies,/funding-round/9279a49360d4c22f0857bdc8800250ab,venture,C,30/05/2007,10600000
/ORGANIZATION/APERIO-TECHNOLOGIES,/funding-round/b8fa3138a96e17f36bfa5b5568dcd565,venture,B,02/11/2004,10000000
/organization/aperio-technologies,/funding-round/e6a9d478ad14cbe220fd2b45af48d946,debt_financing,,09/08/2012,5820307
/ORGANIZATION/APERIOMICS,/funding-round/17cb3f44e1b202622cc18307a67f22b5,seed,,01/04/2015,375000
/organization/aperion-biologics,/funding-round/f96862794161c6bb86d5d7273ebc6a75,venture,D,13/02/2013,939942
/ORGANIZATION/APERION-BIOLOGICS,/funding-round/fc584618d354ddc16f16c9524668969e,venture,,31/05/2011,4500000
/organization/apersona,/funding-round/a5777ca311fc040576d6a70a5b3ad12a,venture,,18/03/2015,440000
/ORGANIZATION/APERTIO,/funding-round/1fe639f1350a996882df04c095e7c78e,venture,B,06/02/2006,30000000
/organization/aperto-networks,/funding-round/00583e6f7aa9416f23de3261548abbd3,venture,B,03/10/2000,26000000
/ORGANIZATION/APERTO-NETWORKS,/funding-round/14bd3edd3b77fcc40ed59eb8464c6ff8,venture,F,02/04/2008,20000000
/organization/aperto-networks,/funding-round/3b1586a5112eecec088458c514be309f,venture,A,01/01/1999,7000000
/ORGANIZATION/APERTO-NETWORKS,/funding-round/53888e3c73df75872e77b3c7d3d33e3d,venture,C,16/12/2002,22000000
/organization/aperto-networks,/funding-round/6b952a075e1a9ecfacfa8bb7f4ed2212,venture,,20/11/2009,292114
/ORGANIZATION/APERTO-NETWORKS,/funding-round/80e1d3eb7453c826a3a8b2f88f269da7,venture,,16/11/2009,240000
/organization/aperto-networks,/funding-round/913b9590e06b790b7a3bf5be9f529105,debt_financing,,10/02/2010,150000
/ORGANIZATION/APERTO-NETWORKS,/funding-round/a65af29c5b9ef79d0f75171dba2cb2f4,debt_financing,,09/06/2009,170182
/organization/aperto-networks,/funding-round/ae4e3086be579a02f08df859cf379794,venture,,06/04/2009,787500
/ORGANIZATION/APERTO-NETWORKS,/funding-round/b0601914333309302531453382cb2897,venture,,10/08/2009,569000
/organization/aperto-networks,/funding-round/bcfa8883b9a27b7565fab069ae9d792a,venture,E,14/09/2005,17000000
/ORGANIZATION/APERTO-NETWORKS,/funding-round/c4c4e218539bfdee644a96a1deb3f79b,venture,E,31/01/2007,19000000
/organization/aperto-networks,/funding-round/c983eb8457a0bc2f651702cbec75cc84,venture,,09/06/2009,1070983
/ORGANIZATION/APERTO-NETWORKS,/funding-round/d3ccd09e2b35d767baee4b6e381b04b4,venture,E,10/04/2006,26000000
/organization/aperto-networks,/funding-round/e62ee1d66051b360c07f8a9ceb1dd41f,venture,D,08/03/2004,20000000
/ORGANIZATION/APERTUS-PHARMACEUTICALS,/funding-round/8c8fce5980324b260996138c26e8c521,grant,,01/01/2011,
/organization/apex-clean-energy,/funding-round/6ac0fcbb7b0e82a3dd1f8e4cc2848be2,debt_financing,,20/11/2014,12699975
/ORGANIZATION/APEX-CLEAN-ENERGY,/funding-round/8f5a62ea98370142c6ebe4b5db45e24b,venture,,24/01/2014,10020547
/organization/apex-construction,/funding-round/ad22f997b5df409145aee3a0a1bdd183,venture,B,15/02/2008,16000000
/ORGANIZATION/APEX-FUND-SERVICES,/funding-round/8fd62c18afef5a2c6e15db4e70f7c3d7,venture,,07/06/2011,30000000
/organization/apex-guard,/funding-round/55b711c0139d6f669bfb0ca06ee861b1,equity_crowdfunding,,22/02/2012,
/ORGANIZATION/APEX-LEARNING,/funding-round/0270cf4c0c3c1b0630485c17036cf4d4,debt_financing,,31/05/2013,3000000
/organization/apex-learning,/funding-round/40b25db632ed412ce1079db87d466d6a,private_equity,,19/06/2013,8261724
/ORGANIZATION/APEX-LEARNING,/funding-round/91ba904fb826cb4854c7f5b2c107033e,venture,G,29/11/2006,6000000
/organization/apex-learning,/funding-round/c894095cd03d3847e1c810bfd8adea44,venture,,02/10/2002,7400000
/ORGANIZATION/APEX-THERAPEUTICS,/funding-round/715dc1ba95da6be37f38dd0071eb5d7d,seed,,20/06/2013,2488899
/organization/apex-therapeutics,/funding-round/925c838e96a61a3dd7805be885ac0f3b,seed,,01/10/2010,
/ORGANIZATION/APEX-THERAPEUTICS,/funding-round/bea8e8892af38c4abe2d5b3552381bbe,seed,,24/06/2015,275000
/organization/apexigen,/funding-round/752375804a361f378e272dbedcd3428b,venture,A,06/08/2013,20000000
/ORGANIZATION/APEXPEAK,/funding-round/bbd71e9d8e39280ac5f2962ba2a45241,seed,,26/09/2013,1840000
/organization/apgr-green,/funding-round/4baedb9f7d59a7ca621652440611fa75,equity_crowdfunding,,26/05/2011,550200
/ORGANIZATION/APHIOS,/funding-round/2675921ac939daba0dcd4d4adc31dcc8,grant,,24/01/2012,2400000
/organization/aphria,/funding-round/2b71b182974ca61246fb3a2d96c1b512,venture,,06/06/2014,6200000
/ORGANIZATION/API-AI,/funding-round/aa53cbd6a7f6d7611e27ff6aea463898,undisclosed,,30/01/2014,
/organization/api-ai,/funding-round/c9bdbfbbddbdc55f63e4e9f62fda5bf1,venture,C,19/08/2015,3000000
/ORGANIZATION/API-AI,/funding-round/dfa94f5811e1c0292edc57330325885d,venture,A,25/05/2012,3000000
/organization/api-ai,/funding-round/e45c48a1c8a2c0fd2ddb2728a1bc54db,venture,B,18/07/2014,2600000
/ORGANIZATION/API-CRYPTEK,/funding-round/b1d756fbd010f6587d8d2a2fc01225b9,venture,C,01/03/2007,7000000
/organization/api-cryptek,/funding-round/cccfcefbce7b510f11975d0d9f44593b,venture,B,07/02/2003,10200000
/ORGANIZATION/API-FORTRESS,/funding-round/486e02555bcec7fa7d82bdd43f354be2,seed,,05/01/2015,40000
/organization/apiary,/funding-round/21e0128b2c80785a760d1d3b7d9a89ad,seed,,17/09/2013,1630000
/ORGANIZATION/APIARY,/funding-round/b25f60e168276394d4a221def682f26f,venture,A,18/08/2015,6800000
/organization/apiary,/funding-round/c2ec1d52a8094e0a52cd6478fe48d98b,angel,,23/12/2011,120000
/ORGANIZATION/APICA,/funding-round/12c99cea966563c01ef74a7c9b6cc79e,venture,,29/06/2011,2350701
/organization/apica,/funding-round/1e45d07f2e2d39ebce2518a7ea383b0c,undisclosed,,25/08/2010,1198574
/ORGANIZATION/APICA,/funding-round/66682e1936a0b03e475aab92c7a11ea8,venture,,28/05/2007,730887
/organization/apica,/funding-round/7d23a55de3755267bf91074e971ef214,venture,C,02/07/2012,5000000
/ORGANIZATION/APICA,/funding-round/e23cd75dc2d9a85fda6d6391750a5bcf,venture,B,14/07/2011,2000000
/organization/apicatus,/funding-round/6ee72d6690516316a4bf8fb3994a0338,seed,,01/11/2014,23522
/ORGANIZATION/APICLOUD,/funding-round/1c12ea5425f15f617705e8a08378ae49,venture,A,14/10/2014,5000000
/organization/apicloud,/funding-round/9e628eae31021949e7f0db4242d372fc,venture,,27/01/2015,
/ORGANIZATION/APIERON,/funding-round/5487b1c74fbff252a594b4305ccfd6d4,venture,C,29/06/2007,17000000
/organization/apieron,/funding-round/a09afb71325f43310e5cf864992cc055,venture,A,01/01/2003,4600000
/ORGANIZATION/APIERON,/funding-round/aefa1314b253060b1e5f7aac5910261a,venture,B,01/01/2005,16000000
/organization/apieron,/funding-round/c987947bec9643c194ddd3a599f221e5,venture,D,02/06/2009,5900000
/ORGANIZATION/APIFIX,/funding-round/f7d7617f4ff6f47b24d6e466e2443ce8,venture,B,22/10/2013,
/organization/apigee,/funding-round/17595eeafb87eae4c79c8612f4b2e0f3,venture,A,01/04/2005,12000000
/ORGANIZATION/APIGEE,/funding-round/32ffee817ea9c0864f4561cb1e70d2d8,venture,,08/01/2014,20000000
