company_permalink,funding_round_permalink,funding_round_type,funding_round_code,funded_at,raised_amount_usd
/ORGANIZATION/BETTER-PLACE,/funding-round/84f7b1b4bb7ec63eed4ac26f3f073b1d,venture,B,01/01/2010,350000000
/organization/better-place,/funding-round/b4220debbc84d481dffbf7680a38c247,debt_financing,,02/11/2012,100000000
/ORGANIZATION/BETTER-PLACE,/funding-round/d9fffa377fc890a8cf5277b25af20a1d,venture,C,11/11/2011,200000000
/organization/better-place,/funding-round/f0469b64b777240f180426364c4721ad,venture,A,09/12/2008,25000000
/ORGANIZATION/BETTER-SCHOOLS-PROJECT,/funding-round/c55e2d094f2ffe816810708335b025f6,undisclosed,,04/08/2014,235682
/organization/better-walk,/funding-round/23434641213de3f60025938cc0ff193a,seed,,13/05/2013,50000
/ORGANIZATION/BETTER-WALK,/funding-round/cb0fc9a7e0bee65a22eb980175b39ba0,seed,,01/09/2013,100000
/organization/better-walk,/funding-round/d277a3ed10a0bf12669e1bb1c9b3d759,venture,A,17/02/2015,450000
/ORGANIZATION/BETTER-WEEKDAYS,/funding-round/9495d2f00490c2439bf5322ce97ffce5,seed,,12/02/2014,50000
/organization/better-weekdays,/funding-round/a233250a339fe0451ed104ff30ae9b55,venture,,20/10/2015,1300000
/ORGANIZATION/BETTER-WEEKDAYS,/funding-round/b87929cc19e6489c8478283175163ab5,debt_financing,,13/05/2015,350000
/organization/betterbutter,/funding-round/60eb473dc4fd07753a10261a9106f982,seed,,28/08/2015,
/ORGANIZATION/BETTERCLOUD,/funding-round/2d503d6b76d0c94291a52afc5bacc497,venture,D,26/03/2015,25000000
/organization/bettercloud,/funding-round/5b95311648534fb06ca9744e17a38f42,venture,C,16/04/2014,8600000
/ORGANIZATION/BETTERCLOUD,/funding-round/5c536081e2423fe142e491a65782c80b,venture,A,12/01/2013,5050000
/organization/bettercloud,/funding-round/b14537d96915e8afdcc98c92add1862d,seed,,10/05/2012,2200000
/ORGANIZATION/BETTERCLOUD,/funding-round/b45a78871b56edbb734c759dc7458caf,venture,B,25/09/2013,6000000
/organization/bettercodes-org,/funding-round/99c0c876b174bb2180b3e3375e47246a,seed,,01/09/2009,
/ORGANIZATION/BETTERCOMPANY,/funding-round/12a82ff2bf79f4b5bb59f0201786459f,venture,A,19/05/2015,6000000
/organization/bettercompany,/funding-round/fbc93d8403b1b4403ab69bd1e8bb2e18,seed,,10/04/2014,1700000
/ORGANIZATION/BETTERDOCTOR-INC,/funding-round/3c9ab8359e46e2ebd477b8ef25fd8c0a,venture,A,01/05/2012,525000
/organization/betterdoctor-inc,/funding-round/83b4fcb0cd5bc1470cbea40dede0d16a,seed,,22/10/2013,2600000
/ORGANIZATION/BETTERDOCTOR-INC,/funding-round/f194c3f663f863ec482b6a175bea65d4,venture,A,01/07/2014,10000000
/organization/betterfinance,/funding-round/301844d0901ac7e77b1a2190e5d7ba5e,venture,B,01/04/2011,11500000
/ORGANIZATION/BETTERFINANCE,/funding-round/474b227c8c40ea137b99b04868076927,venture,A,10/07/2010,4500000
/organization/betterfinance,/funding-round/478cf812abe679e4d79957aa91f0e04b,venture,C,17/01/2013,21000000
/ORGANIZATION/BETTERFINANCE,/funding-round/5114b78197f5f0bb83945314be5f2676,seed,,01/01/2009,
/organization/betterfit-technologies,/funding-round/215cbfcbc1dda099cb47339220ad85c6,seed,,23/08/2012,118000
/ORGANIZATION/BETTERFIT-TECHNOLOGIES,/funding-round/865ee3814a19b07de5608616a6ef37a4,seed,,01/06/2012,15000
/organization/betterfit-technologies,/funding-round/a567ac84b70a5e8f0f12fb5d46933061,seed,,03/04/2013,310000
/ORGANIZATION/BETTERFLY,/funding-round/528eb758c3308373f715d03848c307de,venture,B,21/08/2013,1000000
/organization/betterfly,/funding-round/8fa78478e43554a4164160ee1167076b,venture,A,29/02/2012,1500000
/ORGANIZATION/BETTERFLY,/funding-round/9344a81330b8f07875e36c03c2f00c20,venture,A,20/09/2010,
/organization/betterific,/funding-round/aa3d1cff2626295631ec2daaaf527682,seed,,05/12/2012,
/ORGANIZATION/BETTERIT-COMMUNICATIONS,/funding-round/91da65c230ca69dce36f5e6705b378cc,seed,,01/01/2015,
/organization/betterlesson,/funding-round/00cf2ece994554bb98ae3cd5ee2507b7,venture,A,28/09/2011,1600000
/ORGANIZATION/BETTERLESSON,/funding-round/86cf606beca69ed404a23bd3bb811150,venture,,19/11/2012,3500000
/organization/betterlesson,/funding-round/a551450edb00587598bcdca7241eb866,debt_financing,,27/03/2009,258914
/ORGANIZATION/BETTERMARKS,/funding-round/217fb6aa76c55bd204980f7088e1e8d4,seed,,19/02/2009,4162987
/organization/bettermarks,/funding-round/3a6cce7d603611b52ca105e7af287e2a,venture,,13/03/2012,5382271
/ORGANIZATION/BETTERMARKS,/funding-round/73a3e86a65ab38a769664618770e59d9,venture,,15/04/2010,6392528
/organization/bettermarks,/funding-round/9c90f47b56cc01545e717d263b4d4a1c,venture,,22/02/2013,9786547
/ORGANIZATION/BETTERMARKS,/funding-round/a7f78a39c30b2677f95e52077b4eece5,venture,,16/03/2011,4186358
/organization/betterment,/funding-round/07096badf2a145e03e2f8fcc2a3a7395,venture,B,03/10/2012,10000000
/ORGANIZATION/BETTERMENT,/funding-round/287048051da8513188ed2e3699e82bc6,venture,A,01/12/2010,3000000
/organization/betterment,/funding-round/8cada8fd982c95fb7b0f49f5780b32d6,venture,D,17/02/2015,60000000
/ORGANIZATION/BETTERMENT,/funding-round/c2b71a4753e8ffba2f70742fc922e3c9,seed,,01/11/2010,
/organization/betterment,/funding-round/ff827f2627403980bd3725b0c0ba9411,venture,C,15/04/2014,32000000
/ORGANIZATION/BETTERWORKS-NEW,/funding-round/2c34edf3109a02639c1a88441ebf9826,venture,A,23/09/2014,15000000
/organization/betterworks-new,/funding-round/8057c2fee4a271118c9b33fe4cd82872,seed,,02/12/2010,
/ORGANIZATION/BETTERWORKS-NEW,/funding-round/c47fbb1d9589976fd7b9f492502a98f7,venture,A,08/09/2011,
/organization/betterworld,/funding-round/f7ae238acc7c46e75f793027aaf198fc,venture,A,23/01/2012,4500000
/ORGANIZATION/BETTERY,/funding-round/da8e9b8577ef43fabbe8b11db085e672,debt_financing,,19/09/2012,357641
/organization/betteryou,/funding-round/e6e1ca3c4512a61058bd3128f9a3498e,seed,,29/06/2012,
/ORGANIZATION/BETTINGXPERT,/funding-round/172f3a681f3fe4f7c50183e261a0e4dc,private_equity,,01/08/2009,14168
/organization/bettrlife,/funding-round/d2683356b23120595f351bb664de70ee,venture,,03/02/2012,200000
/ORGANIZATION/BETTRLIFE,/funding-round/d8c317211c2535c54ea3bc9b7045fb56,seed,,13/08/2013,350000
/organization/betty-r-clawson-international,/funding-round/726c3cd36ccb478a551f8d99723befa1,equity_crowdfunding,,06/07/2012,
/ORGANIZATION/BETTYMOVIL,/funding-round/2404d60b2a7a7d45aedb22172293675a,venture,,18/12/2008,2000000
/organization/bettyvision,/funding-round/84489d39f226e0735940b0edbf561df6,seed,,20/05/2013,100000
/ORGANIZATION/BETTYVISION,/funding-round/9607475e52d256440f7f5d93a974fde3,seed,,01/09/2012,100000
/organization/betuknow,/funding-round/f2acfd5893e2fe64e5d36c54d96a817e,angel,,01/07/2007,750000
/ORGANIZATION/BETWEEN,/funding-round/2099abcf4aaa59780e08bde6db45e816,seed,,01/11/2011,1000000
/organization/between,/funding-round/3a1a9aa20943cc1bc0048aad96a87c26,venture,A,01/01/2013,3000000
/ORGANIZATION/BETWEEN,/funding-round/ca3036883e4449965806600cd74c3761,venture,,10/02/2014,
/organization/between-digital,/funding-round/f0d163c10c14decf26126ae9365cd2b4,venture,,01/01/2013,
/ORGANIZATION/BETYAH,/funding-round/c633980f25c960f1e1188d4e6ca473a3,venture,A,11/05/2012,325000
/organization/beva,/funding-round/45eb1a6b6a2448729af1ca0991faaf87,angel,,14/04/2010,
/ORGANIZATION/BEVA,/funding-round/a2561cff58a4b1f7da45ed38a7674a92,venture,A,19/09/2011,3129890
/organization/beva,/funding-round/eb4783b5a3444e9da9df99605d5a592f,venture,B,18/09/2014,
/ORGANIZATION/BEVA,/funding-round/fb2a671ed4d89ac005d622ac92290ea0,venture,C,16/06/2015,
/organization/beva-com,/funding-round/4b1be705b81c2da03805adf9910a9b4d,angel,,07/01/2011,500000
/ORGANIZATION/BEVALLEY,/funding-round/a082439510f59ff96d1eb821f0713dd7,venture,A,01/03/2010,1700000
/organization/bevbucks,/funding-round/654f7c3340c3ed7bfd32f3568a4b36bf,seed,,01/06/2013,275000
/ORGANIZATION/BEVELITY,/funding-round/14a007072b3e3a1cbfdc6de513583806,convertible_note,,01/04/2013,64119
/organization/bevelity,/funding-round/1bd1d47cdb701661a23377cf0c848e8b,seed,,01/12/2012,142849
/ORGANIZATION/BEVELITY,/funding-round/25376af89be192c4961cd346710de638,grant,,01/12/2012,58438
/organization/bevelity,/funding-round/5e7019a3392c4a52e866b009e8ec3120,seed,,01/05/2013,65684
/ORGANIZATION/BEVELITY,/funding-round/917bd1b63280f110571db6301ada8e7a,seed,,01/06/2013,122428
/organization/bevelity,/funding-round/cd61ac5c1eef4f4424a6b85c7992e14b,grant,,01/05/2014,207742
/ORGANIZATION/BEVI,/funding-round/0d9545df5d6c06a60048b4133dd7d750,venture,A,03/12/2015,6500000
/organization/bevi,/funding-round/3b3ba9fd456b4ab36e3a359d88cd763a,angel,,01/10/2014,
/ORGANIZATION/BEVI,/funding-round/d1b37e663b0e02806613193c2f2ecb47,seed,A,01/05/2015,1500000
/organization/bevii,/funding-round/b11ee54c74c6d0b9835cd3df2716af10,seed,,14/10/2013,300000
/ORGANIZATION/BEVO-MEDIA,/funding-round/1b5d01904bc58be725582fadbd31d0c8,undisclosed,,01/01/2008,300000
/organization/bevocal,/funding-round/bd3abfaa1b99315fb5482bec6e93b6a3,venture,E,18/04/2005,10000000
/ORGANIZATION/BEVOID,/funding-round/40bc5bc4c7ca576f37cf759bfecae1f7,undisclosed,,01/08/2015,41250
/organization/bevspot,/funding-round/371a8930a4911117da37a5b02b495ea0,convertible_note,,28/03/2014,20000
/ORGANIZATION/BEVSPOT,/funding-round/7b05a0279705250d558a01b6ef3304f7,seed,,28/08/2014,820000
/organization/bevspot,/funding-round/fdeda4bdd9035e919aec7ea1da879440,venture,A,30/06/2015,5250000
/ORGANIZATION/BEVVY-COM,/funding-round/8cb19c31bf09eefe94ded08ae1ca561d,seed,,20/05/2011,100000
/organization/bevy,/funding-round/5b933c90983f559739ccb82c516297fa,seed,,01/10/2007,1200000
/ORGANIZATION/BEVY-IS---THE-SMARTER-JOB-NETWORK,/funding-round/6ca5d1a70512f63fbaf9e8f1abe45749,angel,,27/07/2015,
/organization/bevy-is---the-smarter-job-network,/funding-round/ffa2b4523bbff2cb88f616c3391f6fdb,seed,,01/12/2014,
/ORGANIZATION/BEVYUP,/funding-round/5e6d6a746038caecf0fd4e972f279c4e,angel,,30/04/2012,750000
/organization/bew-global,/funding-round/0364baaf1920015abf18203b03f4baa5,venture,,22/07/2014,14000000
/ORGANIZATION/BEWAKOOF,/funding-round/05bb8bfb406dc624d5ad4bb45499f101,venture,,08/01/2015,
/organization/bewarket,/funding-round/2ce074c15583da3e3713bfc983923911,seed,,20/04/2012,100000
/ORGANIZATION/BEX-IO,/funding-round/dfb8ea45a84a7f8a991914f7f23cf40a,seed,,12/12/2013,500000
/organization/bex-io,/funding-round/ebe3ff3888ca83be110b447df83779b5,seed,,17/03/2014,550000
/ORGANIZATION/BEYOND-ALPHA,/funding-round/4678a7e03a948eaf9a1af6bf42fdd7b2,equity_crowdfunding,,11/01/2011,
/organization/beyond-com,/funding-round/ac2a4ee05749fbf33a9dedf4ddad19b4,undisclosed,,30/09/1997,
/ORGANIZATION/BEYOND-COM,/funding-round/b90df99df57086126a5018d59bd22454,venture,A,27/03/2007,13500000
/organization/beyond-commerce,/funding-round/07685c43bcce304187e8ba9942ac822f,debt_financing,,06/10/2009,1820000
/ORGANIZATION/BEYOND-COMMERCE,/funding-round/3fdffe1037d5f291ce8c7153a245ab7b,debt_financing,,11/12/2009,500000
/organization/beyond-commerce,/funding-round/73c2ccbeddc21926f88e005aaedbf954,debt_financing,,06/10/2009,3000000
/ORGANIZATION/BEYOND-COMPLIANCE,/funding-round/a3dbca11d155e4919aa06bc04368f47d,venture,,26/11/2007,7000000
/organization/beyond-credentials,/funding-round/1a8c814338cdf79485ca815cdd535577,undisclosed,,30/04/2011,50000
/ORGANIZATION/BEYOND-CREDENTIALS,/funding-round/c73147cfc8e985d2d7d1c775f1456ee5,undisclosed,,31/03/2011,25000
/organization/beyond-encryption-technologies,/funding-round/b5958f783c875a686fdb6792f4bca3e8,venture,B,30/10/2009,1060000
/ORGANIZATION/BEYOND-GAMES,/funding-round/6c3f069dba8d7e11d4fb7d17515556a5,venture,,01/10/2013,800000
/organization/beyond-games,/funding-round/d47e2400dafd48fd68a9ddedebc9f77b,venture,A,10/12/2014,
/ORGANIZATION/BEYOND-GAMING,/funding-round/513c8ca3e2e214e739d731bbe713be66,venture,A,24/08/2010,125000
/organization/beyond-gaming,/funding-round/88c0574465fab8265416db0e01ac3278,angel,,01/01/2010,65000
/ORGANIZATION/BEYOND-LUCID-TECHNOLOGIES,/funding-round/1145a4f739eb369ee82752048d63c4ae,seed,,26/12/2011,361500
/organization/beyond-lucid-technologies,/funding-round/2f6b62100f9f7b3cfa49eb1cd02ac49d,seed,,19/06/2012,100000
/ORGANIZATION/BEYOND-LUCID-TECHNOLOGIES,/funding-round/5723c97bca22671229fcb39190540a7f,seed,,31/10/2010,178000
/organization/beyond-lucid-technologies,/funding-round/5a4726f69462ac96122aa750343b51dd,seed,,11/09/2013,520000
/ORGANIZATION/BEYOND-LUCID-TECHNOLOGIES,/funding-round/e040c27528984e456e098f3525b5b72a,seed,,01/05/2011,
/organization/beyond-meat,/funding-round/6834da1c4dc51f03fbdb2ec703c0e876,venture,D,29/07/2014,
/ORGANIZATION/BEYOND-MEAT,/funding-round/bdb2fb796b7cb431dbe86b4bc60126ae,venture,E,15/10/2015,17000000
/organization/beyond-oblivion,/funding-round/8f8c6a86d1a721769c6dd55755c10589,private_equity,,07/03/2011,77000000
/ORGANIZATION/BEYOND-OBLIVION,/funding-round/9f8f7aaacb96558feec7f4a742703dee,venture,B,22/04/2010,10000000
/organization/beyond-pricing,/funding-round/9be6b7b54ee28b2b3ac75b358ea79975,seed,,26/03/2015,1500000
/ORGANIZATION/BEYOND-SOFTWARE-2,/funding-round/60a1f423f699607f8ebd9315a14e637b,undisclosed,,16/09/2014,
/organization/beyond-software-2,/funding-round/6bf512ac9f932745d922ddd65669247b,undisclosed,,10/01/2014,
/ORGANIZATION/BEYOND-THE-BOX,/funding-round/db3d7df9f15e0f997e982e7b39d58960,seed,,06/06/2013,
/organization/beyond-the-rack,/funding-round/0b6e412ffc93ff693ad82a58dca800fd,venture,A,09/07/2010,12000000
/ORGANIZATION/BEYOND-THE-RACK,/funding-round/312c2fc144acfea03a976be5af9fdbd4,debt_financing,,23/10/2012,10000000
/organization/beyond-the-rack,/funding-round/4611cd24e3408a01f8f492dea800db96,venture,C,26/11/2013,25000000
/ORGANIZATION/BEYOND-THE-RACK,/funding-round/4aeafa6c2f4c6be89c62abc9870cbedc,debt_financing,,01/10/2014,10000000
/organization/beyond-the-rack,/funding-round/ddbde7a1661eda3f960ab7f75cb1363b,venture,B,09/11/2011,36600000
/ORGANIZATION/BEYOND-THE-RACK,/funding-round/e3aaa9b9c8c196ac047086c22230ffb4,undisclosed,,28/01/2010,2000000
/organization/beyond-the-rack,/funding-round/fb0591de36cd2d91c9cceb6453bda846,venture,,10/02/2011,3000000
/ORGANIZATION/BEYOND-THE-U,/funding-round/c92fb3112344f282b88a467ea95ec88f,convertible_note,,16/06/2015,275000
/organization/beyond-verbal,/funding-round/548b5714b635134a98ebf8570c4ea277,seed,,08/05/2013,2800000
/ORGANIZATION/BEYOND-VERBAL,/funding-round/9321f336956a2da9f783547ae200b2be,seed,,18/09/2014,3300000
/organization/beyond-verbal,/funding-round/c579a4fe438bfb6f0179882af1e3ada1,seed,,23/07/2013,1000000
/ORGANIZATION/BEYONDCORE,/funding-round/18cc9848ca4ddc725289c4a960a5a654,venture,A,18/02/2014,9000000
/organization/beyondjob-com,/funding-round/cefaf062f5e1a0c4da4c90a4dbea0926,seed,,06/02/2011,549000
/ORGANIZATION/BEYONDTRUST,/funding-round/e7571f4cdcd28da93b1cb76f41b6a64d,undisclosed,,01/01/2012,
/organization/bez-systems,/funding-round/0f30c5c4aca81a7263ec3912a4d4affe,venture,,30/01/2008,2000000
/ORGANIZATION/BEZ-SYSTEMS,/funding-round/62d0f07ad1dd8a111394ff949773f9e3,venture,B,05/01/2005,3600000
/organization/bez-systems,/funding-round/e13513591b2bcfdb3325e77a1dfb49f1,venture,C,18/09/2006,7500000
/ORGANIZATION/BEZALEL-CORP,/funding-round/527b7e240f7f00a80daf878254ba0a4e,seed,,01/08/2015,1200000
/organization/bezar,/funding-round/e4a49957bce421bad9757f6a12ea1e83,seed,,01/11/2014,2250000
/ORGANIZATION/BF-COMMODITIES,/funding-round/8d032a81904c804ec0b0c40c33c71bac,equity_crowdfunding,,16/01/2014,250000
/organization/bff-biz,/funding-round/4527046c5bc36da476ae6c28716d59b6,debt_financing,,02/10/2014,525000
/ORGANIZATION/BFINANCE-UK,/funding-round/1a5b6309435a141763930f4b07753a57,undisclosed,,01/01/1999,
/organization/bfinance-uk,/funding-round/6708f993da4db96f200e6e08b53275b6,venture,C,19/02/2001,31100000
/ORGANIZATION/BFKW,/funding-round/752c545a7639e7c078dc44e91a0577e0,venture,,18/06/2013,280000
/organization/bfly,/funding-round/aa9dbe3c3803d636bc35e6e4b9109e6c,undisclosed,,29/03/2012,
/ORGANIZATION/BG-MEDICINE,/funding-round/1ba26116dca9fcbfa9b987eea8bac339,venture,,14/04/2010,2000000
/organization/bg-medicine,/funding-round/229c89f72be3b02ab9ae8f02630deb71,post_ipo_debt,,21/05/2015,500000
/ORGANIZATION/BG-MEDICINE,/funding-round/35a2f0a4eb4f53ebc5beb396b82a2ba7,venture,A,01/04/2001,23735300
/organization/bg-medicine,/funding-round/39a486ae657470b5b99509b86cc91f4e,venture,A,01/08/2004,5000000
/ORGANIZATION/BG-MEDICINE,/funding-round/41b75f49365b95c26f1123a1042a454b,venture,B,01/03/2005,4793990
/organization/bg-medicine,/funding-round/4d069ced6d28c2857548fe9f8cd91ca5,venture,C,01/05/2007,5000000
/ORGANIZATION/BG-MEDICINE,/funding-round/b3374fae430036ba1793d59b3e2b3a74,debt_financing,,01/03/2012,15000000
/organization/bg-medicine,/funding-round/d335645d726010302adecde779cc563b,venture,D,17/07/2008,40000000
/ORGANIZATION/BG-NETWORKING-LLC,/funding-round/a7872472562f51960f6d88f1e9f7da9b,equity_crowdfunding,,03/01/2013,
/organization/bgifty,/funding-round/f19c5834317099e2ab40dd6a63c26ef0,seed,,23/08/2013,40000
/ORGANIZATION/BGS-INTERNATIONAL,/funding-round/df4688da23829f98f0de8fb0b6788933,undisclosed,,17/10/2012,323351
/organization/bhakti-chai,/funding-round/868c72753959b604102fd0d11217513a,angel,,01/01/2013,
/ORGANIZATION/BHAKTI-CHAI,/funding-round/8b67f356bb1b85a260b05aa8486ccedb,venture,,02/03/2015,3000000
/organization/bhang-chocolate-company,/funding-round/74b2e1b8ce146d1e34078d425cf1c98c,venture,,11/03/2014,39000000
/ORGANIZATION/BHARAT-LIGHT-AND-POWER-GROUP-PRIVATE-LIMITED,/funding-round/bc8fe7e67df39a38a43e1f685c2dd2a2,venture,,05/07/2011,6100000
/organization/bharat-light-and-power-group-private-limited,/funding-round/be5bfb57585efe6fdc73833d069811b0,venture,,23/10/2012,9250000
/ORGANIZATION/BHARAT-MATRIMONY,/funding-round/e37673bc7b0f1dfd3782f8f7abdb9ec8,venture,B,05/02/2008,11750000
/organization/bhinneka-com,/funding-round/c46f10ecef232e29e6e8b5314a2e6238,venture,,11/11/2015,22000000
/ORGANIZATION/BHIVE-SOCIAL-MEDIA-LABS,/funding-round/16d2356d9e7b1ebd69e61ebbb3d5465a,equity_crowdfunding,,05/08/2014,
/organization/bhr-group,/funding-round/9220e1ca1876691e522436c872272154,venture,,01/07/2014,4438488
/ORGANIZATION/BI-SAM-TECHNOLOGIES,/funding-round/04ac00164e50e4aadfa68418d7ef01a9,venture,A,02/05/2006,6570000
/organization/bi-science,/funding-round/3bb6cc450b39ca325abe98102df5f3cc,debt_financing,,01/07/2014,2000000
/ORGANIZATION/BI-SCIENCE,/funding-round/cd8c36a3b9f3731c22318efca2596546,venture,B,01/01/2015,1500000
/organization/bi-science,/funding-round/f2b850d7cc540bc705e3a230c19f285a,venture,A,01/09/2012,3500000
/ORGANIZATION/BI02-MEDICAL,/funding-round/5a58e848e03518f11684fb442d81510d,venture,,10/07/2015,4000000
/organization/bi02-medical,/funding-round/816c74edc2bf2b628e3ef2b473ec903d,venture,,04/05/2010,6697942
/ORGANIZATION/BI02-MEDICAL,/funding-round/a4c0a075b026b474aa6e2eee15deef95,venture,C,08/09/2012,12000000
/organization/bi02-medical,/funding-round/ae36d0a490ba340d895ef840e4ef7447,venture,B,27/03/2012,13700000
/ORGANIZATION/BI02-MEDICAL,/funding-round/cf3845d7bdcc04557537c8c28ca72eab,debt_financing,,13/04/2010,1000000
/organization/bi02-medical,/funding-round/d16cd1192e40e1a531ea4703b5710b7f,venture,,17/03/2014,5873199
/ORGANIZATION/BI02-MEDICAL,/funding-round/e8c6e390a19bb229f314a0a197cbb770,debt_financing,,11/08/2011,1000000
/organization/bi2-technologies-llc,/funding-round/3ec778ac378b13a18c3b07380bc2bdd2,venture,B,08/08/2011,550000
/ORGANIZATION/BIA,/funding-round/05b744a4829f0cbc4decd30a02877442,product_crowdfunding,,14/07/2012,600000
/organization/bia,/funding-round/0d0ea6f3a42670dd779af35a9bf9a5c0,undisclosed,,30/04/2014,100000
/ORGANIZATION/BIA,/funding-round/67e248e0c096b72036fdd0d4cf87a222,angel,,13/05/2013,1200000
/organization/bia,/funding-round/9cc38877ce3aee6a99efd5f865a1a7df,angel,,01/01/2014,1400000
/ORGANIZATION/BIA-SEPARATIONS,/funding-round/b35798143790254f67309a2ace8c07d6,venture,,21/09/2015,1694742
/organization/biacayip-com,/funding-round/bdd69c3761cf0c263da4210b146a0333,angel,,01/02/2012,
/ORGANIZATION/BIAMETRICS-GMBH,/funding-round/2b00964cb2d095650babd4892033b8b8,seed,,30/09/2010,81626
/organization/biametrics-gmbh,/funding-round/ddb7b90411dc317bdbc498fad25a5d9d,venture,A,21/09/2015,3490820
/ORGANIZATION/BIANCAMED,/funding-round/015b9fb5a72076de30aacabeabaef442,venture,B,15/09/2009,8700000
/organization/biancamed,/funding-round/bbd09c83dba3c4ca0e00b0a2423ef181,venture,A,20/12/2006,3288176
/ORGANIZATION/BIAP,/funding-round/8f0c8db593e8d62fd02e0702abdb012b,venture,,03/08/2006,20000000
/organization/biap,/funding-round/fbe8896fad457e3a080ce71dbf6cba78,debt_financing,,16/04/2012,5071584
/ORGANIZATION/BIART-STUDIO,/funding-round/55e8f6dec156b3f2b567b168ac789101,angel,,01/01/2012,550000
/organization/biart-studio,/funding-round/b199b14ac84080183b105c60a408aa1a,seed,,01/01/2006,4200000
/ORGANIZATION/BIB-TUCK,/funding-round/2e3f2f975a61c873764e5b2aaa8d8c2b,seed,,12/06/2013,600000
/organization/biba,/funding-round/6fe13688cc40ea0f13e676dacf7332f5,venture,B,25/06/2013,15000000
/ORGANIZATION/BIBA,/funding-round/94b5a8cec179a468ec2f7160d3580b13,venture,A,01/02/2013,515000
/organization/biba-apparels,/funding-round/3f737d9af3083d083e370c510b55fa47,venture,,05/12/2013,48600000
/ORGANIZATION/BIBBLIO,/funding-round/87723a9c1b05505ae367eacf5899e881,seed,,01/08/2014,42183
/organization/bibblio,/funding-round/f9d693482b3f7057ac22ea51d1608435,angel,,06/03/2015,
/ORGANIZATION/BIBCOM,/funding-round/5777e0ff0773bc52c81074155f8c4c07,venture,A,28/06/2007,240000
/organization/biboard,/funding-round/6358af3381b14022c932a7399ccde348,venture,,23/04/2015,2145715
/ORGANIZATION/BIBOX,/funding-round/9053dd9466450060e8a83f73ae942470,angel,,17/11/2015,530000
/organization/bibulu,/funding-round/e65e04a8e317ca229dc5bf0384c4659f,seed,,01/03/2013,
/ORGANIZATION/BIC-SCIENCE-AND-TECHNOLOGY,/funding-round/9d1ef7ff99ddabf57d38bdd268306cd1,angel,,01/09/2011,
/organization/bic-science-and-technology,/funding-round/d105618baf2263f9c3f1fe996568456d,venture,A,01/10/2011,
/ORGANIZATION/BICA-STUDIOS,/funding-round/242a75dafebe0338e040a5edc7f3333a,seed,,31/03/2015,
/organization/bicon-pharmaceutical,/funding-round/1789d08c30be0d2bd6b054c2ce519fcc,venture,A,01/11/2009,
/ORGANIZATION/BICON-PHARMACEUTICAL,/funding-round/2dac9a3f903f1e0a622f6e90eb41787e,private_equity,,01/03/2012,250000000
/organization/bicycle-therapeutics,/funding-round/20b488b43f82489bb36957c9b02ad44a,undisclosed,,10/12/2012,6027784
/ORGANIZATION/BICYCLE-THERAPEUTICS,/funding-round/9e439804b4cf62d10948d5d61ebdeebc,venture,A,14/10/2014,32000000
/organization/bid-nerd,/funding-round/33843d92c6c14ed7ab7eab136179c526,angel,,01/02/2010,250000
/ORGANIZATION/BID-ON-ENERGY,/funding-round/6dceed1d46a4f726d2086dbb93da0f2b,equity_crowdfunding,,23/12/2014,74000
/organization/bid4health,/funding-round/5166334a9faacafa36c624f5861c425a,undisclosed,,01/01/2008,
/ORGANIZATION/BIDAWAY-COM,/funding-round/6b16859b9e0fc25e4c2b9d3921e139e2,seed,,06/01/2014,250000
/organization/bidaway-com,/funding-round/7155ee96ef9af073651064723e5d59f7,seed,,15/08/2014,950000
/ORGANIZATION/BIDAWAY-COM,/funding-round/a0e03beef1b24f6b91e032a25b47ed7f,seed,,12/03/2013,230000
/organization/biddingforgood,/funding-round/08c765d5245763d90bc1f48a57fae31c,venture,,30/09/2013,2100000
/ORGANIZATION/BIDDINGFORGOOD,/funding-round/7a359f5ddb4b2b1ac5b8bb083288aac6,venture,,30/11/2005,10000000
/organization/biddingforgood,/funding-round/f2cd7849e6fd85ae6f78cac7d9ec7783,venture,,08/12/2011,2200000
/ORGANIZATION/BIDDINGFORGOOD,/funding-round/f63db2e7419f1a74e4013da394076205,venture,,15/09/2010,2400000
/organization/biddus,/funding-round/70d31b4d3870cc88e4b414d54f6cd77e,seed,,27/12/2013,95954
/ORGANIZATION/BIDEO-COM,/funding-round/31e44b133f0d567bd9002d7c8369a638,angel,,01/01/2011,150000
/organization/bideo-com,/funding-round/88afe596e0837c68ae2974f6a452b3f0,seed,,01/01/2009,350000
/ORGANIZATION/BIDEXPRESS-COM,/funding-round/e18698aeac12cacef90cb42af892fe5f,venture,A,23/12/1999,1200000
/organization/bidflyer,/funding-round/bba41cd7add26d3599d03fcb727b10aa,seed,,21/09/2015,1000000
/ORGANIZATION/BIDGELY,/funding-round/170d543c7e52bfd70e7f8059680e7dd7,venture,A,01/07/2013,5000000
/organization/bidgely,/funding-round/5701905c269200fdabafb373747ea736,seed,,22/10/2012,3000000
/ORGANIZATION/BIDGELY,/funding-round/7af88fb85753c3f5936eb6535c472d68,venture,B,02/11/2015,16600000
/organization/bidkind,/funding-round/1a6f4d45d8ec30a962a96b9379a84b70,angel,,01/02/2014,3000000
/ORGANIZATION/BIDMODO,/funding-round/9f2f58db14b658b1120a2cb96e9c1174,seed,,27/07/2009,
/organization/bidpal-network,/funding-round/1c889655d8e8191e7cefa817ddc5d8e0,debt_financing,,18/11/2010,1434545
